1	2	3	4	5
376.60626030000003	221.08097830000003	242.8145989	215.79014069999997	127.5567102
85.13242935	17.43505259	117.16512479999999	154.16930680000002	17.14674946
36.50741351	43.97794956	60.550627299999995	154.6445317	5.037325581
41.09491826	9.126472867999999	31.04549487	89.91952858	31.0423267
116.84830819999999	47.34887847	2.5954651159999997	4.11872093	3.9443023260000003
55.11405399	10.28926357	2.463682171	2.9249224810000003	2.548953488
2.9016666669999998	23.28031935	44.09833988	3.017945736	2.57996124
2.320271318	24.54758586	34.67304524	4.494689922	7.665232558
3.8047674419999997	2.7505038760000002	64.37777215	47.96033456	12.9172475
1.362906977	4.533449612	28.694715500000004	1.645852713	1.421046512
1.4753100780000001	1.5450775190000001	8.134224806	2.087713178	1.793139535
1.835775194	9.645852713	50.81802053	2.986937984	145.0133063
2.859031008	24.65530351	68.37282981	17.20694462	225.1995945
1.940426357	8.750503876	41.00620961	62.37549107	44.89988595
0.	0.	0.	0.	0.
